"","year","song","artist","speechiness","energy","danceability","acousticness"
"345","2013","Blurred Lines","Robin Thicke, T.I. & Pharrell Williams",0.0402,0.608,0.862,0.00373
"346","2013","Wake Me Up","Avicii",0.0524,0.784,0.518,0.00346
"347","2013","We Can't Stop","Miley Cyrus",0.0334,0.622,0.613,0.00882
"348","2013","Roar","Katy Perry",0.0418,0.772,0.554,0.00487
"349","2013","Applause","Lady GaGa",0.053,0.78,0.669,0.0265
"350","2013","Wrecking Ball","Miley Cyrus",0.0342,0.422,0.53,0.407
"351","2013","Royals","Lorde",0.133,0.432,0.616,0.106
"352","2013","The Monster","Rihanna & Eminem",0.0715,0.853,0.781,0.0525
"353","2013","Timber","Pitbull & Ke$ha",0.0981,0.963,0.581,0.0295
"354","2014","Timber","Pitbull & Ke$ha",0.0981,0.963,0.581,0.0295
"355","2014","The Monster","Rihanna & Eminem",0.0715,0.853,0.781,0.0525
"356","2014","Counting Stars","OneRepublic",0.0382,0.705,0.664,0.0654
"357","2014","Royals","Lorde",0.133,0.432,0.616,0.106
"358","2014","Happy","Pharrell Williams",0.0304,0.383,0.66,0.381
"359","2014","Dark Horse","Katy Perry",0.0513,0.585,0.645,0.00314
"360","2014","All Of Me","John Legend",0.0322,0.264,0.422,0.922
"361","2014","Fancy","Iggy Azalea & Charli XCX",0.0446,0.866,0.699,0.0132
"362","2014","Summer","Calvin Harris",0.0566,0.723,0.661,0.179
"363","2014","Problem","Ariana Grande & Iggy Azalea",0.153,0.805,0.66,0.0192
"364","2014","Wiggle","Jason Derulo & Snoop Dogg",0.25,0.621,0.697,0.0802
"365","2014","Stay With Me","Sam Smith",0.0414,0.42,0.418,0.588
"366","2014","Am I Wrong","Nico & Vinz",0.0306,0.68,0.725,0.162
"367","2014","Rude","Magic!",0.0389,0.756,0.774,0.0423
"368","2014","All About That Bass","Meghan Trainor",0.0503,0.887,0.807,0.0573
"369","2014","Shake It Off","Taylor Swift",0.165,0.785,0.648,0.0561
"370","2014","Maps","Maroon 5",0.0303,0.713,0.742,0.0205
"371","2014","Bang Bang","Jessie J, Nicki Minaj & Ariana Grande",0.0507,0.529,0.715,0.259
"372","2014","Black Widow","Iggy Azalea & Rita Ora",0.143,0.726,0.741,0.181
"373","2014","Blame","Calvin Harris & John Newman",0.0421,0.587,0.651,0.135
"374","2014","Blank Space","Taylor Swift",0.0646,0.678,0.752,0.085
"375","2014","Take Me To Church","Hozier",0.0464,0.664,0.566,0.634
"376","2014","Uptown Funk","Mark Ronson & Bruno Mars",0.0824,0.609,0.856,0.00801
"377","2014","Dangerous","David Guetta & Sam Martin",0.311,0.67,0.736,0.186
"378","2015","Uptown Funk","Mark Ronson & Bruno Mars",0.0824,0.609,0.856,0.00801
"379","2015","Take Me To Church","Hozier",0.0464,0.664,0.566,0.634
"380","2015","Blank Space","Taylor Swift",0.0646,0.678,0.752,0.085
"381","2015","Thinking Out Loud","Ed Sheeran",0.0295,0.445,0.781,0.474
"382","2015","All About That Bass","Meghan Trainor",0.0503,0.887,0.807,0.0573
"383","2015","Love Me Like You Do","Ellie Goulding",0.0484,0.606,0.262,0.247
"384","2015","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney",0.044,0.267,0.576,0.878
"385","2015","Sugar","Maroon 5",0.0794,0.824,0.499,0.00898
"386","2015","See You Again","Wiz Khalifa & Charlie Puth",0.0959,0.559,0.558,0.371
"387","2015","Want To Want Me","Jason Derulo",0.0616,0.872,0.519,0.0793
"388","2015","Bad Blood","Taylor Swift & Kendrick Lamar",0.0407,0.715,0.679,0.0755
"389","2015","Hey Mama","David Guetta, Nicki Minaj & Afrojack",0.217,0.767,0.628,0.0572
"390","2015","Lean On","Major Lazer & DJ Snake",0.0625,0.809,0.723,0.00346
"391","2015","Cheerleader","OMI",0.0305,0.68,0.78,0.141
"392","2015","Can't Feel My Face","The Weeknd",0.0426,0.769,0.705,0.112
"393","2015","What Do You Mean?","Justin Bieber",0.0922,0.571,0.837,0.61
"394","2015","Locked Away","R City & Adam Levine",0.0656,0.677,0.508,0.328
"395","2015","The Hills","The Weeknd",0.0488,0.565,0.58,0.0671
"396","2015","Hello","Adele",0.0347,0.451,0.481,0.336
"397","2015","Hotline Bling","Drake",0.0578,0.621,0.903,0.00302
"398","2015","Sorry","Justin Bieber",0.225,0.64,0.705,0.0237
"399","2015","Love Yourself","Justin Bieber",0.453,0.376,0.607,0.856
"400","2016","Hello","Adele",0.0347,0.451,0.481,0.336
"401","2016","Sorry","Justin Bieber",0.225,0.64,0.705,0.0237
"402","2016","Love Yourself","Justin Bieber",0.453,0.376,0.607,0.856
"403","2016","Stitches","Shawn Mendes",0.067,0.754,0.746,0.0152
"404","2016","Work","Rihanna & Drake",0.106,0.427,0.831,0.0531
"405","2016","Stressed Out","Twenty One Pilots",0.141,0.637,0.734,0.0462
"406","2016","Seven Years","Lukas Graham",0.0967,0.941,0.239,2.3e-05
"407","2016","I Took A Pill In Ibiza","Mike Posner",0.112,0.713,0.663,0.0353
"408","2016","One Dance","Drake, WizKid & Kyla",0.0516,0.61,0.796,0.00842
"409","2016","Panda","Desiigner",0.393,0.748,0.72,0.0235
"410","2016","Work From Home","Fifth Harmony & Ty Dolla Sign",0.0432,0.585,0.803,0.103
"411","2016","Can't Stop The Feeling","Justin Timberlake",0.0682,0.832,0.669,0.0106
"412","2016","This Is What You Came For","Rihanna & Calvin Harris",0.0331,0.928,0.63,0.199
"413","2016","Don't Let Me Down","The Chainsmokers & Daya",0.172,0.869,0.532,0.157
"414","2016","Cheap Thrills","Sia",0.105,0.698,0.628,0.0472
"415","2016","Cold Water","Major Lazer, Justin Bieber & MO",0.0534,0.797,0.602,0.055
"416","2016","Closer","The Chainsmokers & Halsey",0.0338,0.524,0.748,0.414
"417","2016","Let Me Love You","DJ Snake & Justin Bieber",0.0922,0.578,0.656,0.235
"418","2016","Heathens","Twenty One Pilots",0.0286,0.396,0.732,0.0841
"419","2016","Starboy","The Weeknd & Daft Punk",0.276,0.588,0.678,0.141
"420","2016","Black Beatles","Rae Sremmurd & Gucci Mane",0.0649,0.632,0.794,0.142
"421","2017","Starboy","The Weeknd & Daft Punk",0.276,0.588,0.678,0.141
"422","2017","Black Beatles","Rae Sremmurd & Gucci Mane",0.0649,0.632,0.794,0.142
"423","2017","Closer","The Chainsmokers & Halsey",0.0338,0.524,0.748,0.414
"424","2017","24K Magic","Bruno Mars",0.0797,0.803,0.818,0.034
"425","2017","Shape Of You","Ed Sheeran",0.0802,0.652,0.825,0.581
"426","2017","I Don't Wanna Live Forever (Fifty Shades Darker)","Zayn & Taylor Swift",0.033,0.403,0.787,0.603
"427","2017","Bad And Boujee","Migos & Lil Uzi Vert",0.244,0.665,0.927,0.061
"428","2017","Paris","The Chainsmokers",0.0832,0.648,0.849,0.0725
"429","2017","Chained To The Rhythm","Katy Perry & Skip Marley",0.174,0.8,0.446,0.0814
"430","2017","Something Just Like This","The Chainsmokers & Coldplay",0.0317,0.635,0.617,0.0498
"431","2017","That's What I Like","Bruno Mars",0.0406,0.56,0.853,0.013
"432","2017","It Ain't Me","Kygo & Selena Gomez",0.0706,0.533,0.64,0.119
"433","2017","Despacito","Luis Fonsi & Daddy Yankee",0.167,0.816,0.653,0.228
"434","2017","Humble","Kendrick Lamar",0.102,0.621,0.908,0.000282
"435","2017","I'm The One","DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil' Wayne",0.0361,0.485,0.677,0.529
"436","2017","Wild Thoughts","DJ Khaled, Rihanna & Bryson Tiller",0.0778,0.681,0.613,0.0287
"437","2017","Unforgettable","French Montana & Swae Lee",0.123,0.769,0.726,0.0293
"438","2017","Feels","Calvin Harris, Pharrell Williams, Katy Perry & Big Sean",0.13,0.596,0.554,0.162
"439","2017","Look What You Made Me Do","Taylor Swift",0.123,0.709,0.766,0.204
"440","2017","Rockstar","Post Malone & 21 Savage",0.0898,0.535,0.587,0.117
"441","2017","Bodak Yellow (Money Moves)","Cardi B",0.0674,0.903,0.768,0.00863
"442","2017","Havana","Camila Cabello & Young Thug",0.03,0.523,0.765,0.184
"443","2017","Feel It Still","Portugal, The Man",0.0504,0.795,0.801,0.0417
"444","2017","Too Good At Goodbyes","Sam Smith",0.0505,0.373,0.661,0.615
"445","2017","Gucci Gang","Lil Pump",0.0597,0.523,0.936,0.239
"446","2018","Perfect","Ed Sheeran",0.0232,0.448,0.599,0.163
"447","2018","Havana","Camila Cabello & Young Thug",0.03,0.523,0.765,0.184
"448","2018","Rockstar","Post Malone & 21 Savage",0.0898,0.535,0.587,0.117
"449","2018","God's Plan","Drake",0.109,0.449,0.754,0.0332
"450","2018","Finesse","Bruno Mars & Cardi B",0.0996,0.859,0.704,0.0185
"451","2018","Psycho","Post Malone & Ty Dolla Sign",0.222,0.73,0.834,0.00513
"452","2018","Friends","Marshmello & Anne-Marie",0.0371,0.497,0.216,0.128
"453","2018","Nice For What","Drake",0.0705,0.909,0.586,0.0891
"454","2018","No Tears Left To Cry","Ariana Grande",0.0594,0.713,0.699,0.04
"455","2018","One Kiss","Calvin Harris & Dua Lipa",0.11,0.862,0.791,0.037
"456","2018","The Middle","Zedd, Maren Morris & Grey",0.0449,0.657,0.753,0.171
"457","2018","I Like It","Cardi B, Bad Bunny & J Balvin",0.129,0.726,0.816,0.099
"458","2018","Girls Like You","Maroon 5 & Cardi B",0.0505,0.541,0.851,0.568
"459","2018","Sad!","XXXTentacion",0.145,0.613,0.74,0.258
"460","2018","In My Feelings","Drake",0.125,0.626,0.835,0.0589
"461","2018","Lucid Dreams (Forget Me)","Juice WRLD",0.187,0.266,0.672,0.187
"462","2018","Happier","Marshmello & Bastille",0.0452,0.792,0.687,0.191
"463","2018","Sicko Mode","Travi$ Scott",0.222,0.73,0.834,0.00513
"464","2018","Taki Taki","DJ Snake, Selena Gomez, Ozuna & Cardi B",0.229,0.798,0.841,0.153
"465","2018","Thank U, Next","Ariana Grande",0.0658,0.653,0.717,0.229
"466","2018","Without Me","Halsey",0.0705,0.488,0.752,0.297
"467","2018","All I Want For Christmas Is You","Mariah Carey",0.0386,0.625,0.335,0.164
"468","2018","High Hopes","Panic! At the Disco",0.0618,0.904,0.579,0.193
"469","2019","Without Me","Halsey",0.0705,0.488,0.752,0.297
"470","2019","Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee",0.0466,0.479,0.76,0.556
"471","2019","High Hopes","Panic! At the Disco",0.0618,0.904,0.579,0.193
"472","2019","Thank U, Next","Ariana Grande",0.0658,0.653,0.717,0.229
"473","2019","Sicko Mode","Travi$ Scott",0.222,0.73,0.834,0.00513
"474","2019","Happier","Marshmello & Bastille",0.0452,0.792,0.687,0.191
"475","2019","Sweet But Psycho","Ava Max",0.0476,0.704,0.719,0.0691
"476","2019","Girls Like You","Maroon 5 & Cardi B",0.0505,0.541,0.851,0.568
"477","2019","Zeze","Kodak Black, Travi$ Scott & Offset",0.176,0.603,0.861,0.0521
"478","2019","Eastside","Benny Blanco, Halsey & Khalid",0.321,0.68,0.56,0.555
"479","2019","Drip Too Hard","Lil Baby & Gunna",0.289,0.671,0.896,0.103
"480","2019","Wow.","Post Malone",0.178,0.539,0.833,0.163
"481","2019","Mo Bamba","Sheck Wes",0.0315,0.625,0.729,0.194
"482","2019","Taki Taki","DJ Snake, Selena Gomez, Ozuna & Cardi B",0.229,0.798,0.841,0.153
"483","2019","Shallow","Lady Gaga & Bradley Cooper",0.0308,0.385,0.572,0.371
"484","2019","Better Now","Post Malone",0.0454,0.563,0.68,0.354
"485","2019","Going Bad","Meek Mill & Drake",0.0905,0.496,0.889,0.259
"486","2019","7 Rings","Ariana Grande",0.334,0.317,0.778,0.592
"487","2019","Middle Child","J Cole",0.276,0.364,0.837,0.149
"488","2019","Break Up With Your Girlfriend, I'm","Ariana Grande",0.0917,0.554,0.726,0.0421
"489","2019","Sucker","Jonas Brothers",0.0588,0.734,0.842,0.0427
"490","2019","Please Me","Cardi B & Bruno Mars",0.081,0.57,0.747,0.0642
"491","2019","Thotiana","Blueface",0.269,0.382,0.906,0.18
"492","2019","Dancing With A Stranger","Sam Smith & Normani",0.0656,0.52,0.741,0.45
"493","2019","Murder On My Mind","YNW Melly",0.0516,0.73,0.759,0.145
