"","year","month","song","artist","speechiness","energy","danceability","acousticness"
"2099",2011,"Jun","Party Rock Anthem","LMFAO",0.142,0.727,0.75,0.0189
"2100",2011,"Jul","Party Rock Anthem","LMFAO",0.142,0.727,0.75,0.0189
"2101",2011,"May","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2102",2011,"Jun","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2103",2011,"Jul","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2104",2011,"Aug","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2105",2011,"Sep","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2106",2011,"Oct","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2107",2011,"Nov","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2108",2011,"Dec","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2109",2011,"Jan","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2110",2011,"Feb","Give Me Everything","Pitbull, Ne-Yo, Afrojack & Nayer",0.161,0.939,0.671,0.192
"2111",2011,"Apr","The Lazy Song","Bruno Mars",0.0621,0.804,0.738,0.332
"2112",2011,"May","The Lazy Song","Bruno Mars",0.0621,0.804,0.738,0.332
"2113",2011,"Jun","The Lazy Song","Bruno Mars",0.0621,0.804,0.738,0.332
"2114",2011,"Jul","The Lazy Song","Bruno Mars",0.0621,0.804,0.738,0.332
"2115",2011,"Aug","The Lazy Song","Bruno Mars",0.0621,0.804,0.738,0.332
"2116",2011,"Sep","The Lazy Song","Bruno Mars",0.0621,0.804,0.738,0.332
"2117",2011,"May","The Edge Of Glory","Lady GaGa",0.0401,0.772,0.581,0.000343
"2118",2011,"Jun","The Edge Of Glory","Lady GaGa",0.0401,0.772,0.581,0.000343
"2119",2011,"Jul","The Edge Of Glory","Lady GaGa",0.0401,0.772,0.581,0.000343
"2120",2011,"Aug","The Edge Of Glory","Lady GaGa",0.0401,0.772,0.581,0.000343
"2121",2011,"Sep","The Edge Of Glory","Lady GaGa",0.0401,0.772,0.581,0.000343
"2122",2011,"Oct","The Edge Of Glory","Lady GaGa",0.0401,0.772,0.581,0.000343
"2123",2011,"Jul","Last Friday Night (TGIF)","Katy Perry",0.0573,0.654,0.686,0.000791
"2124",2011,"Aug","Last Friday Night (TGIF)","Katy Perry",0.0573,0.654,0.686,0.000791
"2125",2011,"Sep","Last Friday Night (TGIF)","Katy Perry",0.0573,0.654,0.686,0.000791
"2126",2011,"Oct","Last Friday Night (TGIF)","Katy Perry",0.0573,0.654,0.686,0.000791
"2127",2011,"Nov","Last Friday Night (TGIF)","Katy Perry",0.0573,0.654,0.686,0.000791
"2128",2011,"Mar","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2129",2011,"Aug","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2130",2011,"Sep","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2131",2011,"Oct","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2132",2011,"Nov","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2133",2011,"Dec","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2134",2011,"Jan","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2135",2011,"Feb","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2136",2011,"Mar","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2137",2011,"Apr","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2138",2011,"Oct","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2139",2011,"Nov","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2140",2011,"Dec","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2141",2011,"Jan","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2142",2011,"Feb","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2143",2011,"Mar","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2144",2011,"Apr","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2145",2011,"May","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2146",2011,"Jun","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2147",2011,"Jul","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2148",2011,"Dec","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2149",2011,"Jan","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2150",2011,"Sep","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2151",2011,"Oct","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2152",2011,"Nov","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2153",2011,"Dec","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2154",2011,"Jan","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2155",2011,"Feb","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2156",2011,"Mar","Without You","David Guetta & Usher",0.0248,0.55,0.536,0.0537
"2157",2011,"Oct","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2158",2011,"Nov","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2159",2011,"Dec","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2160",2011,"Jan","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2161",2011,"Feb","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2162",2011,"Mar","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2163",2011,"Apr","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2164",2011,"May","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2165",2011,"Jun","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2166",2011,"Nov","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2167",2011,"Dec","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2168",2011,"Jan","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2169",2011,"Feb","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2170",2011,"Mar","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2171",2011,"Apr","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2172",2011,"May","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2173",2011,"Jun","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2174",2012,"Oct","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2175",2012,"Nov","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2176",2012,"Dec","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2177",2012,"Jan","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2178",2012,"Feb","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2179",2012,"Mar","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2180",2012,"Apr","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2181",2012,"May","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2182",2012,"Jun","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2183",2012,"Jul","We Found Love","Rihanna & Calvin Harris",0.0383,0.766,0.734,0.025
"2184",2012,"Oct","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2185",2012,"Nov","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2186",2012,"Dec","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2187",2012,"Jan","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2188",2012,"Feb","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2189",2012,"Mar","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2190",2012,"Apr","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2191",2012,"May","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2192",2012,"Jun","Sexy And I Know It","LMFAO",0.316,0.861,0.707,0.1
"2193",2012,"Nov","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2194",2012,"Dec","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2195",2012,"Jan","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2196",2012,"Feb","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2197",2012,"Mar","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2198",2012,"Apr","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2199",2012,"May","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2200",2012,"Jun","Good Feeling","Flo-Rida",0.037,0.548,0.535,0.533
"2201",2012,"Mar","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2202",2012,"Aug","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2203",2012,"Sep","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2204",2012,"Oct","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2205",2012,"Nov","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2206",2012,"Dec","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2207",2012,"Jan","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2208",2012,"Feb","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2209",2012,"Mar","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2210",2012,"Apr","Someone Like You","Adele",0.0285,0.33,0.559,0.892
"2211",2012,"Jun","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2212",2012,"Jul","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2213",2012,"Aug","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2214",2012,"Sep","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2215",2012,"Oct","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2216",2012,"Nov","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2217",2012,"Dec","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2218",2012,"Jan","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2219",2012,"Feb","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2220",2012,"Mar","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2221",2012,"Apr","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2222",2012,"May","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2223",2012,"Jun","Set Fire To The Rain","Adele",0.0253,0.683,0.61,0.00382
"2224",2012,"Jan","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2225",2012,"Feb","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2226",2012,"Mar","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2227",2012,"Apr","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2228",2012,"May","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2229",2012,"Jun","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2230",2012,"Jul","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2231",2012,"Aug","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2232",2012,"Sep","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2233",2012,"Oct","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2234",2012,"Nov","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2235",2012,"Dec","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2236",2012,"Jan","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2237",2012,"Feb","Somebody That I Used To Know","Gotye & Kimbra",0.0384,0.517,0.857,0.565
"2238",2012,"Feb","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2239",2012,"Mar","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2240",2012,"Apr","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2241",2012,"May","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2242",2012,"Jun","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2243",2012,"Jul","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2244",2012,"Aug","Stronger (What Doesn't Kill You)","Kelly Clarkson",0.0475,0.939,0.562,0.046
"2245",2012,"Jun","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2246",2012,"Jul","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2247",2012,"Aug","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2248",2012,"Sep","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2249",2012,"Oct","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2250",2012,"Jan","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2251",2012,"Feb","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2252",2012,"Mar","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2253",2012,"Apr","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2254",2012,"May","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2255",2012,"Jun","Turn Me On","David Guetta & Nicki Minaj",0.0787,0.774,0.681,0.0992
"2256",2012,"Feb","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2257",2012,"Mar","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2258",2012,"Apr","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2259",2012,"May","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2260",2012,"Jun","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2261",2012,"Jul","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2262",2012,"Aug","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2263",2012,"Sep","The Wild Ones","Flo-Rida & Sia",0.0437,0.7,0.492,0.413
"2264",2012,"Feb","We Are Young","fun.",0.075,0.638,0.378,0.02
"2265",2012,"Mar","We Are Young","fun.",0.075,0.638,0.378,0.02
"2266",2012,"Apr","We Are Young","fun.",0.075,0.638,0.378,0.02
"2267",2012,"May","We Are Young","fun.",0.075,0.638,0.378,0.02
"2268",2012,"Jun","We Are Young","fun.",0.075,0.638,0.378,0.02
"2269",2012,"Jul","We Are Young","fun.",0.075,0.638,0.378,0.02
"2270",2012,"Aug","We Are Young","fun.",0.075,0.638,0.378,0.02
"2271",2012,"Sep","We Are Young","fun.",0.075,0.638,0.378,0.02
"2272",2012,"Oct","We Are Young","fun.",0.075,0.638,0.378,0.02
"2273",2012,"Mar","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2274",2012,"Apr","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2275",2012,"May","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2276",2012,"Jun","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2277",2012,"Jul","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2278",2012,"Aug","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2279",2012,"Sep","Starships","Nicki Minaj",0.075,0.716,0.747,0.135
"2280",2012,"Mar","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2281",2012,"Apr","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2282",2012,"May","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2283",2012,"Jun","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2284",2012,"Jul","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2285",2012,"Aug","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2286",2012,"Sep","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2287",2012,"Oct","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2288",2012,"Nov","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2289",2012,"Dec","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2290",2012,"Jan","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2291",2012,"Feb","Call Me Maybe","Carly Rae Jepsen",0.0435,0.585,0.778,0.0123
"2292",2012,"Mar","Drive By","Train",0.032,0.837,0.765,0.00107
"2293",2012,"Apr","Drive By","Train",0.032,0.837,0.765,0.00107
"2294",2012,"May","Drive By","Train",0.032,0.837,0.765,0.00107
"2295",2012,"Jun","Drive By","Train",0.032,0.837,0.765,0.00107
"2296",2012,"Jul","Drive By","Train",0.032,0.837,0.765,0.00107
"2297",2012,"Aug","Drive By","Train",0.032,0.837,0.765,0.00107
"2298",2012,"Sep","Drive By","Train",0.032,0.837,0.765,0.00107
"2299",2012,"May","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2300",2012,"Jun","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2301",2012,"Jul","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2302",2012,"Aug","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2303",2012,"Sep","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2304",2012,"Oct","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2305",2012,"Nov","Payphone","Maroon 5 & Wiz Khalifa",0.0394,0.756,0.739,0.0136
"2306",2012,"May","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2307",2012,"Jun","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2308",2012,"Jul","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2309",2012,"Aug","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2310",2012,"Sep","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2311",2012,"Oct","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2312",2012,"Nov","Whistle","Flo-Rida",0.15,0.712,0.822,0.00682
"2313",2012,"Jun","Wide Awake","Katy Perry",0.0367,0.683,0.514,0.0749
"2314",2012,"Jul","Wide Awake","Katy Perry",0.0367,0.683,0.514,0.0749
"2315",2012,"Aug","Wide Awake","Katy Perry",0.0367,0.683,0.514,0.0749
"2316",2012,"Sep","Wide Awake","Katy Perry",0.0367,0.683,0.514,0.0749
"2317",2012,"Oct","Wide Awake","Katy Perry",0.0367,0.683,0.514,0.0749
"2318",2012,"Nov","Wide Awake","Katy Perry",0.0367,0.683,0.514,0.0749
"2319",2012,"Sep","We Are Never Ever Getting Back Together","Taylor Swift",0.113,0.682,0.622,0.00995
"2320",2012,"Oct","We Are Never Ever Getting Back Together","Taylor Swift",0.113,0.682,0.622,0.00995
"2321",2012,"Nov","We Are Never Ever Getting Back Together","Taylor Swift",0.113,0.682,0.622,0.00995
"2322",2012,"Dec","We Are Never Ever Getting Back Together","Taylor Swift",0.113,0.682,0.622,0.00995
"2323",2012,"Jan","We Are Never Ever Getting Back Together","Taylor Swift",0.113,0.682,0.622,0.00995
"2324",2012,"Oct","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2325",2012,"Nov","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2326",2012,"Dec","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2327",2012,"Jan","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2328",2012,"Feb","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2329",2012,"Mar","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2330",2012,"Apr","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2331",2012,"Aug","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2332",2012,"Sep","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2333",2012,"Oct","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2334",2012,"Nov","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2335",2012,"Dec","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2336",2012,"Jan","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2337",2012,"Feb","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2338",2012,"Mar","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2339",2012,"Apr","One More Night","Maroon 5",0.0339,0.8,0.71,0.0563
"2340",2012,"Jul","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2341",2012,"Aug","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2342",2012,"Sep","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2343",2012,"Oct","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2344",2012,"Nov","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2345",2012,"Dec","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2346",2012,"Jan","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2347",2012,"Feb","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2348",2012,"Mar","Some Nights","fun.",0.0506,0.738,0.672,0.0178
"2349",2012,"Oct","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2350",2012,"Nov","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2351",2012,"Dec","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2352",2012,"Jan","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2353",2012,"Feb","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2354",2012,"Mar","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2355",2012,"Apr","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2356",2012,"Nov","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2357",2012,"Dec","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2358",2012,"Jan","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2359",2012,"Feb","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2360",2012,"Mar","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2361",2012,"Apr","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2362",2012,"May","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2363",2012,"Jun","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2364",2012,"Oct","Die Young","Ke$ha",0.276,0.656,0.688,0.218
"2365",2012,"Nov","Die Young","Ke$ha",0.276,0.656,0.688,0.218
"2366",2012,"Dec","Die Young","Ke$ha",0.276,0.656,0.688,0.218
"2367",2012,"Jan","Die Young","Ke$ha",0.276,0.656,0.688,0.218
"2368",2012,"Feb","Die Young","Ke$ha",0.276,0.656,0.688,0.218
"2369",2012,"Oct","Skyfall","Adele",0.0282,0.552,0.346,0.417
"2370",2012,"Nov","Skyfall","Adele",0.0282,0.552,0.346,0.417
"2371",2012,"Dec","Skyfall","Adele",0.0282,0.552,0.346,0.417
"2372",2012,"Jan","Skyfall","Adele",0.0282,0.552,0.346,0.417
"2373",2012,"Feb","Skyfall","Adele",0.0282,0.552,0.346,0.417
"2374",2012,"Mar","Skyfall","Adele",0.0282,0.552,0.346,0.417
"2375",2013,"Oct","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2376",2013,"Nov","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2377",2013,"Dec","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2378",2013,"Jan","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2379",2013,"Feb","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2380",2013,"Mar","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2381",2013,"Apr","Diamonds","Rihanna",0.0461,0.71,0.564,0.00125
"2382",2013,"Dec","Scream & Shout","will.i.am & Britney Spears",0.0696,0.685,0.772,0.019
"2383",2013,"Jan","Scream & Shout","will.i.am & Britney Spears",0.0696,0.685,0.772,0.019
"2384",2013,"Feb","Scream & Shout","will.i.am & Britney Spears",0.0696,0.685,0.772,0.019
"2385",2013,"Mar","Scream & Shout","will.i.am & Britney Spears",0.0696,0.685,0.772,0.019
"2386",2013,"Apr","Scream & Shout","will.i.am & Britney Spears",0.0696,0.685,0.772,0.019
"2387",2013,"May","Scream & Shout","will.i.am & Britney Spears",0.0696,0.685,0.772,0.019
"2388",2013,"Nov","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2389",2013,"Dec","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2390",2013,"Jan","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2391",2013,"Feb","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2392",2013,"Mar","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2393",2013,"Apr","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2394",2013,"May","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2395",2013,"Jun","Locked Out Of Heaven","Bruno Mars",0.0431,0.698,0.726,0.049
"2396",2013,"Oct","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2397",2013,"Nov","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2398",2013,"Dec","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2399",2013,"Jan","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2400",2013,"Feb","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2401",2013,"Mar","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2402",2013,"Apr","Gangnam Style","Psy",0.284,0.939,0.736,0.0055
"2403",2013,"Nov","I Knew You Were Trouble","Taylor Swift",0.0363,0.469,0.622,0.00454
