"","year","month","song","artist","speechiness","energy","danceability","acousticness"
"612",2003,"Sep","Rock Wit U (Awww Baby)","Ashanti",0.0739,0.805,0.712,0.433
"613",2003,"May","Magic Stick","Lil' Kim & 50 Cent",0.271,0.499,0.849,0.117
"614",2003,"Jun","Magic Stick","Lil' Kim & 50 Cent",0.271,0.499,0.849,0.117
"615",2003,"Jul","Magic Stick","Lil' Kim & 50 Cent",0.271,0.499,0.849,0.117
"616",2003,"Aug","Magic Stick","Lil' Kim & 50 Cent",0.271,0.499,0.849,0.117
"617",2003,"Sep","Magic Stick","Lil' Kim & 50 Cent",0.271,0.499,0.849,0.117
"618",2003,"Jun","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"619",2003,"Jul","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"620",2003,"Aug","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"621",2003,"Sep","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"622",2003,"Oct","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"623",2003,"Nov","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"624",2003,"Dec","Right Thurr","Chingy",0.253,0.749,0.866,0.15
"625",2003,"Jul","Shake Ya Tailfeather","Nelly, P Diddy & Murphy Lee",0.272,0.726,0.721,0.152
"626",2003,"Aug","Shake Ya Tailfeather","Nelly, P Diddy & Murphy Lee",0.272,0.726,0.721,0.152
"627",2003,"Sep","Shake Ya Tailfeather","Nelly, P Diddy & Murphy Lee",0.272,0.726,0.721,0.152
"628",2003,"Oct","Shake Ya Tailfeather","Nelly, P Diddy & Murphy Lee",0.272,0.726,0.721,0.152
"629",2003,"Nov","Shake Ya Tailfeather","Nelly, P Diddy & Murphy Lee",0.272,0.726,0.721,0.152
"630",2003,"Dec","Shake Ya Tailfeather","Nelly, P Diddy & Murphy Lee",0.272,0.726,0.721,0.152
"631",2003,"Jul","Where Is The Love?","The Black Eyed Peas",0.193,0.706,0.835,0.104
"632",2003,"Aug","Where Is The Love?","The Black Eyed Peas",0.193,0.706,0.835,0.104
"633",2003,"Sep","Where Is The Love?","The Black Eyed Peas",0.193,0.706,0.835,0.104
"634",2003,"Oct","Where Is The Love?","The Black Eyed Peas",0.193,0.706,0.835,0.104
"635",2003,"Nov","Where Is The Love?","The Black Eyed Peas",0.193,0.706,0.835,0.104
"636",2003,"Sep","Baby Boy","Beyonce",0.076,0.485,0.334,0.666
"637",2003,"Oct","Baby Boy","Beyonce",0.076,0.485,0.334,0.666
"638",2003,"Nov","Baby Boy","Beyonce",0.076,0.485,0.334,0.666
"639",2003,"Dec","Baby Boy","Beyonce",0.076,0.485,0.334,0.666
"640",2003,"Jan","Baby Boy","Beyonce",0.076,0.485,0.334,0.666
"641",2003,"Feb","Baby Boy","Beyonce",0.076,0.485,0.334,0.666
"642",2003,"Oct","Stand Up","Ludacris & Shaunna",0.349,0.84,0.75,0.369
"643",2003,"Nov","Stand Up","Ludacris & Shaunna",0.349,0.84,0.75,0.369
"644",2003,"Dec","Stand Up","Ludacris & Shaunna",0.349,0.84,0.75,0.369
"645",2003,"Jan","Stand Up","Ludacris & Shaunna",0.349,0.84,0.75,0.369
"646",2003,"Feb","Stand Up","Ludacris & Shaunna",0.349,0.84,0.75,0.369
"647",2003,"Nov","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"648",2003,"Dec","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"649",2003,"Jan","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"650",2003,"Feb","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"651",2003,"Mar","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"652",2003,"Apr","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"653",2003,"May","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"654",2004,"Nov","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"655",2004,"Dec","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"656",2004,"Jan","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"657",2004,"Feb","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"658",2004,"Mar","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"659",2004,"Apr","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"660",2004,"May","Hey Ya!","OutKast",0.0665,0.974,0.728,0.103
"661",2004,"Nov","Milkshake","Kelis",0.0439,0.77,0.891,0.00862
"662",2004,"Dec","Milkshake","Kelis",0.0439,0.77,0.891,0.00862
"663",2004,"Jan","Milkshake","Kelis",0.0439,0.77,0.891,0.00862
"664",2004,"Feb","Milkshake","Kelis",0.0439,0.77,0.891,0.00862
"665",2004,"Mar","Milkshake","Kelis",0.0439,0.77,0.891,0.00862
"666",2004,"Dec","You Don't Know My Name","Alicia Keys",0.19,0.663,0.263,0.589
"667",2004,"Jan","You Don't Know My Name","Alicia Keys",0.19,0.663,0.263,0.589
"668",2004,"Feb","You Don't Know My Name","Alicia Keys",0.19,0.663,0.263,0.589
"669",2004,"Mar","You Don't Know My Name","Alicia Keys",0.19,0.663,0.263,0.589
"670",2004,"Oct","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"671",2004,"Nov","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"672",2004,"Dec","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"673",2004,"Jan","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"674",2004,"Feb","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"675",2004,"Mar","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"676",2004,"Apr","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"677",2004,"May","The Way You Move","OutKast",0.0464,0.597,0.871,0.126
"678",2004,"Dec","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"679",2004,"Jan","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"680",2004,"Feb","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"681",2004,"Mar","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"682",2004,"Apr","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"683",2004,"Jan","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"684",2004,"Feb","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"685",2004,"Mar","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"686",2004,"Apr","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"687",2004,"May","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"688",2004,"Jun","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"689",2004,"Jul","Me, Myself & I","Beyonce",0.0955,0.672,0.757,0.0186
"690",2004,"Feb","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"691",2004,"Mar","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"692",2004,"Apr","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"693",2004,"May","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"694",2004,"Jun","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"695",2004,"Jul","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"696",2004,"Aug","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"697",2004,"Sep","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"698",2004,"Oct","Yeah!","Usher, Lil' Jon & Ludacris",0.133,0.588,0.672,0.619
"699",2004,"Feb","Toxic","Britney Spears",0.114,0.838,0.774,0.0249
"700",2004,"Mar","Toxic","Britney Spears",0.114,0.838,0.774,0.0249
"701",2004,"Apr","Toxic","Britney Spears",0.114,0.838,0.774,0.0249
"702",2004,"May","Toxic","Britney Spears",0.114,0.838,0.774,0.0249
"703",2004,"Jan","Slow Jamz","Twista, Kanye West & Jamie Foxx",0.171,0.733,0.559,0.314
"704",2004,"Feb","Slow Jamz","Twista, Kanye West & Jamie Foxx",0.171,0.733,0.559,0.314
"705",2004,"Mar","Slow Jamz","Twista, Kanye West & Jamie Foxx",0.171,0.733,0.559,0.314
"706",2004,"Apr","Slow Jamz","Twista, Kanye West & Jamie Foxx",0.171,0.733,0.559,0.314
"707",2004,"Feb","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"708",2004,"Mar","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"709",2004,"Apr","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"710",2004,"May","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"711",2004,"Jan","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"712",2004,"Feb","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"713",2004,"Mar","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"714",2004,"Apr","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"715",2004,"May","One Call Away","Chingy & J Weav",0.0344,0.613,0.667,0.403
"716",2004,"Mar","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"717",2004,"Apr","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"718",2004,"May","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"719",2004,"Jun","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"720",2004,"Jul","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"721",2004,"Aug","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"722",2004,"Nov","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"723",2004,"Dec","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"724",2004,"Jan","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"725",2004,"Feb","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"726",2004,"Mar","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"727",2004,"Apr","I Don't Wanna Know","Mario Winans, Enya & P Diddy",0.0462,0.515,0.833,0.347
"728",2004,"Apr","Naughty Girl","Beyonce",0.161,0.461,0.588,0.237
"729",2004,"May","Naughty Girl","Beyonce",0.161,0.461,0.588,0.237
"730",2004,"Jun","Naughty Girl","Beyonce",0.161,0.461,0.588,0.237
"731",2004,"Jul","Naughty Girl","Beyonce",0.161,0.461,0.588,0.237
"732",2004,"Aug","Naughty Girl","Beyonce",0.161,0.461,0.588,0.237
"733",2004,"Apr","My Band","D12 & Eminem",0.0828,0.849,0.851,0.497
"734",2004,"May","My Band","D12 & Eminem",0.0828,0.849,0.851,0.497
"735",2004,"Jun","My Band","D12 & Eminem",0.0828,0.849,0.851,0.497
"736",2004,"Jul","My Band","D12 & Eminem",0.0828,0.849,0.851,0.497
"737",2004,"Mar","This Love","Maroon 5",0.237,0.861,0.738,0.32
"738",2004,"Apr","This Love","Maroon 5",0.237,0.861,0.738,0.32
"739",2004,"May","This Love","Maroon 5",0.237,0.861,0.738,0.32
"740",2004,"Jun","This Love","Maroon 5",0.237,0.861,0.738,0.32
"741",2004,"Jul","This Love","Maroon 5",0.237,0.861,0.738,0.32
"742",2004,"Aug","This Love","Maroon 5",0.237,0.861,0.738,0.32
"743",2004,"Sep","This Love","Maroon 5",0.237,0.861,0.738,0.32
"744",2004,"Oct","This Love","Maroon 5",0.237,0.861,0.738,0.32
"745",2004,"Nov","This Love","Maroon 5",0.237,0.861,0.738,0.32
"746",2004,"Feb","Burn","Usher",0.168,0.66,0.454,0.0364
"747",2004,"Apr","Burn","Usher",0.168,0.66,0.454,0.0364
"748",2004,"May","Burn","Usher",0.168,0.66,0.454,0.0364
"749",2004,"Jun","Burn","Usher",0.168,0.66,0.454,0.0364
"750",2004,"Jul","Burn","Usher",0.168,0.66,0.454,0.0364
"751",2004,"Aug","Burn","Usher",0.168,0.66,0.454,0.0364
"752",2004,"Sep","Burn","Usher",0.168,0.66,0.454,0.0364
"753",2004,"Aug","Burn","Usher",0.168,0.66,0.454,0.0364
"754",2004,"Sep","Burn","Usher",0.168,0.66,0.454,0.0364
"755",2004,"Oct","Burn","Usher",0.168,0.66,0.454,0.0364
"756",2004,"Nov","Burn","Usher",0.168,0.66,0.454,0.0364
"757",2004,"Dec","Burn","Usher",0.168,0.66,0.454,0.0364
"758",2004,"Jan","Burn","Usher",0.168,0.66,0.454,0.0364
"759",2004,"Feb","Burn","Usher",0.168,0.66,0.454,0.0364
"760",2004,"Mar","Burn","Usher",0.168,0.66,0.454,0.0364
"761",2004,"Apr","Burn","Usher",0.168,0.66,0.454,0.0364
"762",2004,"May","Burn","Usher",0.168,0.66,0.454,0.0364
"763",2004,"Apr","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"764",2004,"May","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"765",2004,"Jun","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"766",2004,"Jul","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"767",2004,"Aug","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"768",2004,"Sep","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"769",2004,"Oct","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"770",2004,"Nov","The Reason","Hoobastank",0.0299,0.235,0.331,0.918
"771",2004,"May","Confessions Part II","Usher",0.138,0.467,0.845,0.0586
"772",2004,"Jun","Confessions Part II","Usher",0.138,0.467,0.845,0.0586
"773",2004,"Jul","Confessions Part II","Usher",0.138,0.467,0.845,0.0586
"774",2004,"Aug","Confessions Part II","Usher",0.138,0.467,0.845,0.0586
"775",2004,"Sep","Confessions Part II","Usher",0.138,0.467,0.845,0.0586
"776",2004,"Oct","Confessions Part II","Usher",0.138,0.467,0.845,0.0586
"777",2004,"Jun","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"778",2004,"Jul","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"779",2004,"Aug","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"780",2004,"Sep","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"781",2004,"Oct","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"782",2004,"May","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"783",2004,"Jun","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"784",2004,"Jul","Slow Motion","Juvenile & Soulja Slim",0.0388,0.408,0.733,0.679
"785",2004,"Jul","Lean Back","Terror Squad",0.517,0.922,0.698,0.129
"786",2004,"Aug","Lean Back","Terror Squad",0.517,0.922,0.698,0.129
"787",2004,"Sep","Lean Back","Terror Squad",0.517,0.922,0.698,0.129
"788",2004,"Oct","Lean Back","Terror Squad",0.517,0.922,0.698,0.129
"789",2004,"Nov","Lean Back","Terror Squad",0.517,0.922,0.698,0.129
"790",2004,"Dec","Lean Back","Terror Squad",0.517,0.922,0.698,0.129
"791",2004,"Aug","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"792",2004,"Sep","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"793",2004,"Oct","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"794",2004,"Nov","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"795",2004,"Dec","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"796",2004,"Jan","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"797",2004,"Feb","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"798",2004,"Mar","Goodies","Ciara & Petey Pablo",0.161,0.511,0.944,0.042
"799",2004,"Aug","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"800",2004,"Sep","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"801",2004,"Oct","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"802",2004,"Nov","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"803",2004,"Dec","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"804",2004,"Jan","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"805",2004,"Feb","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"806",2004,"Mar","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"807",2004,"Apr","She Will Be Loved","Maroon 5",0.0301,0.713,0.706,0.0596
"808",2004,"Aug","My Place","Nelly & Jaheim",0.184,0.908,0.603,0.0144
"809",2004,"Sep","My Place","Nelly & Jaheim",0.184,0.908,0.603,0.0144
"810",2004,"Oct","My Place","Nelly & Jaheim",0.184,0.908,0.603,0.0144
"811",2004,"Nov","My Place","Nelly & Jaheim",0.184,0.908,0.603,0.0144
"812",2004,"Sep","My Boo","Usher & Alicia Keys",0.118,0.507,0.662,0.257
"813",2004,"Oct","My Boo","Usher & Alicia Keys",0.118,0.507,0.662,0.257
"814",2004,"Nov","My Boo","Usher & Alicia Keys",0.118,0.507,0.662,0.257
"815",2004,"Dec","My Boo","Usher & Alicia Keys",0.118,0.507,0.662,0.257
"816",2004,"Jan","My Boo","Usher & Alicia Keys",0.118,0.507,0.662,0.257
"817",2004,"Feb","My Boo","Usher & Alicia Keys",0.118,0.507,0.662,0.257
"818",2004,"Oct","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"819",2004,"Nov","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"820",2004,"Dec","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"821",2004,"Jan","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"822",2004,"Feb","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"823",2004,"Oct","Just Lose It","Eminem",0.0484,0.646,0.949,0.0705
"824",2004,"Nov","Just Lose It","Eminem",0.0484,0.646,0.949,0.0705
"825",2004,"Dec","Just Lose It","Eminem",0.0484,0.646,0.949,0.0705
"826",2004,"Jan","Just Lose It","Eminem",0.0484,0.646,0.949,0.0705
"827",2004,"Oct","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"828",2004,"Nov","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"829",2004,"Dec","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"830",2004,"Jan","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"831",2004,"Feb","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"832",2004,"Mar","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"833",2004,"Apr","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"834",2005,"Oct","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"835",2005,"Nov","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"836",2005,"Dec","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"837",2005,"Jan","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"838",2005,"Feb","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"839",2005,"Mar","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"840",2005,"Apr","Drop It Like It's Hot","Snoop Dogg & Pharrell Williams",0.215,0.622,0.881,0.187
"841",2005,"Nov","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"842",2005,"Dec","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"843",2005,"Jan","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"844",2005,"Feb","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"845",2005,"Mar","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"846",2005,"Apr","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"847",2005,"May","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"848",2005,"Jun","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"849",2005,"Aug","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"850",2005,"Sep","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"851",2005,"Oct","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"852",2005,"Nov","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"853",2005,"Dec","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"854",2005,"Jan","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"855",2005,"Feb","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"856",2005,"Mar","Let Me Love You","Mario",0.0922,0.578,0.656,0.235
"857",2005,"Nov","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"858",2005,"Dec","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"859",2005,"Jan","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"860",2005,"Feb","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"861",2005,"Mar","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"862",2005,"Apr","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"863",2005,"May","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"864",2005,"Jun","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"865",2005,"Jul","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"866",2005,"Apr","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"867",2005,"May","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"868",2005,"Jun","1-2 Step","Ciara & Missy 'Misdemeanor' Elliot",0.0414,0.896,0.805,0.0176
"869",2005,"Oct","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"870",2005,"Nov","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"871",2005,"Dec","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"872",2005,"Jan","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"873",2005,"Feb","Lose My Breath","Destiny's Child",0.207,0.892,0.721,0.0351
"874",2005,"Dec","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"875",2005,"Jan","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"876",2005,"Feb","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"877",2005,"Mar","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"878",2005,"Apr","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"879",2005,"May","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"880",2005,"Jun","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"881",2005,"Jul","Boulevard Of Broken Dreams","Green Day",0.0294,0.682,0.496,0.00552
"882",2005,"Feb","Candy Shop","50 Cent & Olivia",0.466,0.574,0.614,0.0253
"883",2005,"Mar","Candy Shop","50 Cent & Olivia",0.466,0.574,0.614,0.0253
"884",2005,"Apr","Candy Shop","50 Cent & Olivia",0.466,0.574,0.614,0.0253
"885",2005,"May","Candy Shop","50 Cent & Olivia",0.466,0.574,0.614,0.0253
"886",2005,"Jun","Candy Shop","50 Cent & Olivia",0.466,0.574,0.614,0.0253
"887",2005,"Feb","Get Right","Jennifer Lopez",0.238,0.743,0.95,0.0646
"888",2005,"Mar","Get Right","Jennifer Lopez",0.238,0.743,0.95,0.0646
"889",2005,"Apr","Get Right","Jennifer Lopez",0.238,0.743,0.95,0.0646
"890",2005,"May","Get Right","Jennifer Lopez",0.238,0.743,0.95,0.0646
"891",2005,"Dec","How We Do","The Game & 50 Cent",0.0748,0.63,0.799,0.0159
"892",2005,"Jan","How We Do","The Game & 50 Cent",0.0748,0.63,0.799,0.0159
"893",2005,"Feb","How We Do","The Game & 50 Cent",0.0748,0.63,0.799,0.0159
"894",2005,"Mar","How We Do","The Game & 50 Cent",0.0748,0.63,0.799,0.0159
"895",2005,"Apr","How We Do","The Game & 50 Cent",0.0748,0.63,0.799,0.0159
"896",2005,"May","How We Do","The Game & 50 Cent",0.0748,0.63,0.799,0.0159
"897",2005,"Feb","Rich Girl","Gwen Stefani & Eve",0.134,0.643,0.597,0.5
"898",2005,"Mar","Rich Girl","Gwen Stefani & Eve",0.134,0.643,0.597,0.5
"899",2005,"Apr","Rich Girl","Gwen Stefani & Eve",0.134,0.643,0.597,0.5
"900",2005,"May","Rich Girl","Gwen Stefani & Eve",0.134,0.643,0.597,0.5
"901",2005,"Jun","Rich Girl","Gwen Stefani & Eve",0.134,0.643,0.597,0.5
"902",2005,"Apr","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"903",2005,"May","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"904",2005,"Jun","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"905",2005,"Jul","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"906",2005,"Aug","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"907",2005,"Sep","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"908",2005,"Oct","Hollaback Girl","Gwen Stefani",0.0954,0.918,0.918,0.344
"909",2005,"Mar","Hate It Or Love It","The Game & 50 Cent",0.204,0.785,0.807,0.122
"910",2005,"Apr","Hate It Or Love It","The Game & 50 Cent",0.204,0.785,0.807,0.122
"911",2005,"May","Hate It Or Love It","The Game & 50 Cent",0.204,0.785,0.807,0.122
"912",2005,"Jun","Hate It Or Love It","The Game & 50 Cent",0.204,0.785,0.807,0.122
"913",2005,"Jul","Hate It Or Love It","The Game & 50 Cent",0.204,0.785,0.807,0.122
"914",2005,"Apr","Lonely","Akon",0.305,0.61,0.48,0.0456
"915",2005,"May","Lonely","Akon",0.305,0.61,0.48,0.0456
"916",2005,"Jun","Lonely","Akon",0.305,0.61,0.48,0.0456
"917",2005,"Jul","Lonely","Akon",0.305,0.61,0.48,0.0456
"918",2005,"May","Don't Phunk With My Heart","The Black Eyed Peas",0.0645,0.929,0.691,0.00877
"919",2005,"Jun","Don't Phunk With My Heart","The Black Eyed Peas",0.0645,0.929,0.691,0.00877
"920",2005,"Jul","Don't Phunk With My Heart","The Black Eyed Peas",0.0645,0.929,0.691,0.00877
"921",2005,"Aug","Don't Phunk With My Heart","The Black Eyed Peas",0.0645,0.929,0.691,0.00877
